artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,mood_1
Domenico Scarlatti,Salve Regina,0.205,0.111,90.813,0.0375,0.962,0.0176,4,0.225,10,862093,-13.58,0.0615,1,Sentimental
Anthony Jeselnik,Fun Family,0.865,0.575,89.484,0.932,0.842,0.000154,3,0.516,2,150107,-10.777,0.19,1,Other
Antonn Dvok,Dvork : The Wild Dove Op.110,0.0426,0.101,113.089,0.0433,0.911,0.382,5,0.186,8,1196440,-23.087,0.037,1,Serious
Sarah Jarosz,Build Me Up From Bones,0.289,0.105,114.929,0.0368,0.87,0.000218,4,0.521,5,216173,-11.934,0.265,1,Easygoing
The Walkmen,Love Is Luck,0.937,0.0878,105.972,0.0423,0.0105,0.0658,4,0.615,9,206480,-5.019,0.393,1,Energetic
Roel Salemink,Reconstruction,0.699,0.237,123.955,0.118,0.162,0.492,4,0.739,4,439675,-10.163,0.181,1,Excited
Beyonc,Ring The Alarm,0.751,0.258,169.673,0.469,0.0299,0.000155,4,0.458,2,203347,-8.395,0.472,1,Cool
Black Sabbath,Lady Evil (Remastered Version),0.893,0.0719,123.657,0.042,0.000769,0.000599,4,0.577,4,266107,-6.044,0.778,1,Energetic
Miles Davis,On Green Dolphin Street,0.304,0.175,75.075,0.0436,0.742,0.000674,4,0.429,8,589200,-12.261,0.359,1,Sentimental
Lise de la Salle,"Stndchen, en r mineur S.560",0.0142,0.113,76.382,0.0388,0.993,0.921,1,0.341,2,357747,-28.293,0.0388,1,Sentimental
Ramin Djawadi,Main Title,0.585,0.0981,84.283,0.0489,0.231,0.795,3,0.115,8,106280,-16.034,0.195,1,Stirring
High Highs,Open Season,0.483,0.107,126.129,0.0283,0.736,0.00117,4,0.622,2,231322,-5.947,0.101,1,Yearning
Wolfgang Amadeus Mozart,"Vesperae solennes de confessore in C, K.339: Laudate Dominum omnes gentes",0.0461,0.106,81.974,0.0454,0.99,0.918,3,0.165,5,302667,-25.406,0.0407,1,Peaceful
The Notorious B.I.G.,Get Money - Performed by Junior M.A.F.I.A. Explicit,0.871,0.171,91.153,0.294,0.398,1.69E-06,4,0.711,2,274440,-4.32,0.92,1,Cool
Video Games Live,Civilization IV Medley,0.491,0.0864,92.117,0.0545,0.756,0.0168,4,0.285,2,295987,-13.292,0.256,1,Energetic
The Forsaken,Beyond Redemption,0.99,0.152,120.013,0.148,5.11E-06,0.0291,4,0.421,2,202773,-4.731,0.261,1,Defiant
Divine Ascension,Dawn Brings No Mercy,0.979,0.299,134.94,0.122,0.000244,0.000296,4,0.466,2,391467,-4.69,0.0959,1,Defiant
Dave Van Ronk,He Was A Friend Of Mine,0.315,0.697,76.116,0.053,0.837,6.02E-05,4,0.446,6,201373,-17.014,0.49,1,Gritty
Nick Thune,You're Welcome,0.58,0.465,129.714,0.209,0.86,9.33E-05,3,0.418,7,170453,-9.515,0.511,1,Stirring
Big Youth,Screaming Target,0.483,0.0828,69.116,0.428,0.188,0.00803,4,0.834,2,219707,-8.834,0.293,1,Cool
Of Monsters and Men,King And Lionheart,0.686,0.113,126.524,0.0442,0.134,0.00362,4,0.517,3,273853,-6.401,0.218,1,Yearning
Danny Tenaglia,Elements - The Voice,0.828,0.0996,130.883,0.0348,0.00217,0.593,4,0.645,7,204933,-9.831,0.359,1,Other
Richard Strauss,"Sonata for Violin and Piano in E flat, Op.18: II. Improvisation (Andante cantabile)",0.164,0.0997,81.061,0.0434,0.971,0.0272,4,0.155,8,457039,-16.795,0.0547,1,Romantic
Pryda,Rakfunk,0.538,0.0815,124.974,0.0569,0.0098,0.923,4,0.899,7,348218,-9.95,0.627,1,Energetic
Rage Against The Machine,Bulls On Parade,0.919,0.424,166.367,0.184,0.0124,0.0601,4,0.412,5,229467,-7.291,0.568,1,Energetic
Monuments,"I, The Creator",0.963,0.36,112.493,0.0869,9.30E-05,0.000119,4,0.447,3,233987,-7.431,0.311,1,Defiant
Tchami,Prophecy,0.827,0.0627,125.008,0.0487,0.00499,0.772,4,0.763,11,278400,-1.956,0.227,1,Serious
Miles Davis,Lady Bird (Birdland) - 2004 Digital Remaster,0.625,0.293,124.469,0.047,0.735,0.831,4,0.516,8,330400,-13.062,0.867,1,Energetic
Godsmack,Awake,0.753,0.32,111.865,0.057,2.64E-05,0.00513,4,0.396,7,304367,-4.153,0.504,1,Aggressive
Jack Johnson,You Remind Me Of You,0.164,0.108,118.705,0.0379,0.956,0.0121,4,0.774,11,144440,-13.494,0.499,1,Sentimental
Snow Tha Product,Get Down Low (feat. Ohana Bam),0.784,0.564,120.985,0.122,0.589,1.89E-05,4,0.965,5,207851,-4.287,0.856,1,Cool
Catfish and the Bottlemen,Soundcheck,0.749,0.413,135.041,0.0385,0.00112,0.0764,4,0.602,2,261560,-5.794,0.634,1,Sad
The Daydream Club,Found,0.591,0.21,104.342,0.0291,0.234,5.04E-06,4,0.407,2,246507,-6.857,0.263,1,Yearning
Motrhead,Overkill,0.87,0.0913,119.54,0.127,6.33E-06,0.0366,4,0.309,11,311920,-6.912,0.222,1,Energetic
Asenblut,Berserkerzorn,0.994,0.119,110,0.0693,2.92E-05,0.287,4,0.52,1,278160,-3.529,0.116,1,Excited
Lola Beltrn,Cucurrucucu Paloma,0.227,0.169,105.77,0.0408,0.851,0.00253,3,0.473,1,195976,-9.249,0.398,1,Easygoing
Xavier Davis,Evolution Of The Innocent,0.146,0.094,106.029,0.0366,0.973,0.703,4,0.357,10,393000,-12.972,0.123,1,Serious
Steve Gunn,Way Out Weather,0.333,0.0919,140.458,0.0295,0.746,0.865,4,0.421,11,377567,-12.939,0.32,1,Energetic
Herbie Hancock,Rockit,0.951,0.064,111.334,0.0691,0.0295,0.503,4,0.876,7,325800,-5.084,0.583,1,Energetic
The Hippos,Lost It,0.982,0.134,100.252,0.0829,0.125,1.16E-06,4,0.592,9,144427,-2.658,0.436,1,Defiant
Robert Rich,"Generosity of Solitude, Pt. 2",0.00635,0.104,70.113,0.0435,0.984,0.942,3,0.0638,1,671573,-34.679,0.0348,1,Peaceful
Jon Anderson,Flight Of The Moorglade,0.439,0.373,96.743,0.0265,0.413,0.000661,4,0.443,2,204306,-9.43,0.31,1,Energetic
The Staves,I'm On Fire,0.191,0.11,75.704,0.0318,0.741,9.60E-05,4,0.302,2,192053,-15.166,0.0733,1,Romantic
Urmas Sisask,Sisask : Starry Sky Cycle Op.52 - Pleiades : 17. II Maja,0.00254,0.0761,68.955,0.0662,0.995,0.942,4,0.386,5,88933,-32.925,0.202,1,Peaceful
Fou De Toi,Island,0.773,0.35,145.047,0.0371,0.000327,8.99E-06,4,0.707,5,215122,-8.791,0.936,1,Energetic
Bass Drum of Death,Lose My Mind,0.963,0.325,188.85,0.0605,1.60E-05,0.0038,4,0.149,9,236200,-4.393,0.203,1,Defiant
Slips & Slurs,Divided VIP,0.947,0.1,173.974,0.0463,0.00232,0.937,4,0.504,2,212414,-4.262,0.0917,1,Excited
Jon Rundell,Flex - Original,0.851,0.102,125.008,0.0918,0.0148,0.883,4,0.833,7,495360,-10.603,0.0894,1,Energetic
Wolfgang Amadeus Mozart,Allegretto grazioso,0.139,0.0696,134.537,0.0393,0.987,0.908,4,0.464,2,618400,-20.21,0.37,1,Tender
Dario Marianelli,Someone Loves Us,0.00765,0.0836,47.508,0.043,0.973,0.694,4,0.227,4,116760,-27.108,0.0392,1,Peaceful
Vampire Weekend,Everlasting Arms,0.702,0.107,119.852,0.188,0.472,0.00352,4,0.664,11,183320,-8.072,0.524,1,Yearning
The Smashing Pumpkins,"Tonight, Tonight",0.67,0.237,148.928,0.0368,6.28E-05,0.748,4,0.287,6,254627,-9.381,0.204,1,Yearning
Britney Spears,(You Drive Me) Crazy - The Stop Remix!,0.963,0.352,101.078,0.0459,0.092,6.27E-05,4,0.684,8,196667,-2.397,0.786,1,Energetic
Herbie Hancock,Chameleon,0.672,0.0458,111.154,0.0602,0.104,0.856,4,0.581,8,941360,-8.279,0.806,1,Energetic
Albert King,Crosscut Saw,0.389,0.0381,122.463,0.0517,0.231,0.577,4,0.861,1,153400,-14.029,0.938,1,Sophisticated
Larry Carlton,Room 335,0.566,0.106,116.003,0.0321,0.354,0.859,4,0.663,2,440093,-9.834,0.229,1,Sensual
Cocoon,Retreat,0.331,0.102,82.956,0.0409,0.753,0.00205,4,0.523,11,210000,-13.149,0.321,1,Energetic
Liz Phair,Never Said,0.8,0.633,112.111,0.0318,0.0217,0.0292,4,0.496,7,196213,-4.994,0.557,1,Energetic
Gloria Gaynor,Can't Take My Eyes Off of You - Black Box Mix,0.547,0.229,121.724,0.0362,0.0679,2.93E-06,4,0.719,10,316000,-13.19,0.527,1,Sensual
Eloy,Poseidon's Creation,0.742,0.132,179.955,0.0375,0.00166,0.229,4,0.158,10,702827,-7.086,0.224,1,Sad
Whiskeytown,Inn Town,0.49,0.106,131.259,0.0272,0.197,0.000134,3,0.446,2,350987,-7.478,0.27,1,Energetic
Natalia Lafourcade,Hasta la Raz,0.678,0.165,153.015,0.0375,0.21,0.000422,3,0.583,3,221800,-7.082,0.565,1,Sad
Jon Hopkins,The Wider Sun,0.209,0.126,120.033,0.0366,0.902,0.899,4,0.17,3,154933,-17.374,0.0379,1,Peaceful
Franoise Hardy,Brlure,0.404,0.0966,100.023,0.0305,0.812,0.121,4,0.398,1,180933,-13.431,0.248,1,Other
The Lumineers,Ophelia,0.573,0.0857,76.023,0.0277,0.613,0.000363,4,0.664,5,160097,-6.519,0.573,1,Yearning
Grimner,Mrkrets Hem,0.97,0.0447,139.941,0.1,0.00204,0.000752,4,0.482,6,315885,-5.568,0.521,1,Defiant
The Coasters,Yakety Yak,0.669,0.044,120.789,0.128,0.705,0.000732,4,0.715,7,113040,-9.491,0.974,1,Energetic
Nick Drake,Place To Be,0.23,0.11,83.827,0.038,0.891,0.409,1,0.573,5,161480,-16.331,0.383,1,Sad
Michael Daves,Pretty Polly - Bluegrass,0.649,0.345,139.995,0.0306,0.22,0.00171,4,0.363,11,273267,-6.472,0.434,1,Sophisticated
Lafayette Afro Rock Band,Darkest Light,0.799,0.245,104.035,0.0493,0.377,0.0573,4,0.399,11,386573,-5.427,0.554,1,Sad
Damien Jurado,Abilene,0.224,0.106,62.167,0.0297,0.956,0.411,4,0.537,1,146333,-12.899,0.297,1,Sad
Filter,Take A Picture,0.762,0.26,98.993,0.0422,0.000103,7.20E-05,4,0.446,2,359520,-8.971,0.273,1,Energetic
Deep Sleep,Spa Dreams,0.00667,0.0797,66.041,0.039,0.994,0.912,4,0.224,7,88948,-34.279,0.245,1,Tender
Sister Sparrow and the Dirty Birds,My House,0.54,0.728,144.255,0.0428,0.332,0.00195,3,0.34,8,421120,-4.96,0.269,1,Gritty
Sophie Milman,Prelude to a Kiss,0.205,0.119,42.232,0.0296,0.905,6.26E-06,3,0.378,7,275933,-12.888,0.144,1,Sophisticated
William Wild,Morning,0.393,0.107,141.948,0.0293,0.877,0.00071,4,0.384,2,262571,-10.532,0.289,1,Sentimental
Joey Beltram,My Sound,0.865,0.067,129.769,0.0403,1.01E-05,0.913,4,0.6,6,244667,-8.192,0.863,1,Energetic
Machine Gun Kelly,A Little More,0.763,0.17,90.016,0.0505,0.0423,0.00378,4,0.624,7,238253,-6.271,0.283,1,Excited
Dillon Francis,Shut It Down,0.976,0.326,109.985,0.115,0.0121,0.0261,4,0.649,2,202123,-3.208,0.347,1,Sensual
Claude Debussy,"Images, Book 1, L. 110: No. 1. Reflets dans l'eau",0.0185,0.0989,70.925,0.0434,0.987,0.64,1,0.245,1,304947,-30.097,0.0337,1,Tender
Boards of Canada,Peacock Tail,0.477,0.0788,171.424,0.058,0.165,0.922,4,0.641,2,324907,-13.083,0.455,1,Sensual
Palisded,Forever Running,0.27,0.1,109.983,0.0366,0.000871,0.951,4,0.532,7,371936,-16.17,0.0391,1,Excited
Jimi Hendrix,Hey Joe,0.768,0.0244,169.492,0.0377,0.00603,0.38,4,0.346,9,210160,-5.695,0.527,1,Defiant
Ciara,Promise,0.624,0.096,61.625,0.0429,0.398,2.01E-06,4,0.627,9,269373,-5.954,0.413,1,Sensual
AC/DC,Thunderstruck,0.889,0.217,133.519,0.0364,0.000147,0.0114,4,0.501,4,292880,-5.175,0.236,1,Defiant
Frdric Chopin,"Berceuse In D Flat, Op.57: Andante",0.0712,0.141,95.365,0.0379,0.988,0.905,4,0.319,1,292547,-26.415,0.0904,1,Peaceful
Blues Traveler,The Mountains Win Again,0.713,0.152,139.719,0.0316,0.0237,0.000171,4,0.304,7,306560,-5.184,0.395,1,Energetic
The War On Drugs,Red Eyes,0.815,0.162,161.845,0.0368,0.00871,0.201,4,0.464,10,298920,-6.371,0.459,1,Sad
Sarah McLachlan,Blackbird,0.352,0.103,186.576,0.0321,0.871,0.00222,4,0.44,9,141200,-8.547,0.454,1,Easygoing
G. Love & Special Sauce,Ride,0.891,0.0425,90.006,0.0509,0.0414,0.0454,4,0.588,2,224107,-5.355,0.891,1,Energetic
Dexter Gordon,I Guess I'll Hang My Tears Out To Dry - 1999 Digital Remaster,0.222,0.0544,120.71,0.0346,0.907,0.00124,4,0.524,3,322000,-8.967,0.324,1,Sophisticated
The Gourds,Gin and Juice,0.724,0.108,120.357,0.0441,0.327,1.30E-06,4,0.547,9,383733,-6.818,0.812,1,Energetic
Kaleo,Broken Bones,0.486,0.0992,123.993,0.193,0.802,5.76E-05,4,0.779,5,245960,-7.205,0.628,1,Gritty
Safari,Fight Song - Chill Out Music,0.565,0.107,159.841,0.0476,0.553,5.73E-05,4,0.552,10,244467,-8.756,0.293,1,Aggressive
Bathory,A Fine Day To Die,0.93,0.0939,122.667,0.0825,0.00342,0.745,4,0.232,9,516267,-8.794,0.0366,1,Aggressive
Blitzen Trapper,Love Grow Cold,0.537,0.135,83.984,0.0304,0.666,0.00385,3,0.557,7,217573,-8.006,0.521,1,Yearning
Who Is Fancy,Goodbye,0.694,0.0904,114.975,0.0479,0.05,0.000377,4,0.712,5,206213,-6.621,0.636,1,Energetic
Guns N' Roses,November Rain,0.634,0.133,78.131,0.0315,0.0181,0.322,4,0.281,6,537360,-9.452,0.256,1,Energetic
Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert,0.473,0.104,84.958,0.167,0.716,4.46E-05,4,0.688,8,318525,-9.059,0.305,1,Sensual
Greys,Fresh Hell,0.899,0.0954,97.597,0.0682,1.17E-06,0.471,4,0.279,9,139075,-5.105,0.101,1,Sad
Noname,Reality Check (feat. Akenya & Eryn Allen Kane),0.519,0.105,95.014,0.229,0.525,0.000494,4,0.722,6,183136,-10.018,0.647,1,Sensual
You Blew It!,Match & Tinder,0.952,0.254,174.764,0.0569,0.000198,0.000722,4,0.355,8,159932,-6.001,0.3,1,Energetic
Kate Wolf,Across The Great Divide,0.088,0.19,146.345,0.0327,0.85,0.000213,4,0.444,8,254093,-22.282,0.33,1,Sentimental
Dr. Dre,Kush - Main,0.866,0.0869,190.276,0.2,0.000859,0.000139,4,0.424,7,234243,-6.171,0.418,1,Cool
Michael Brecker,Escher Sketch (A Tale Of Two Rhythms),0.524,0.227,115.982,0.039,0.316,0.321,3,0.701,8,325893,-13.239,0.789,1,Energetic
Low,Try to Sleep,0.548,0.0912,143.663,0.031,0.0997,0.153,4,0.402,7,260093,-10.994,0.087,1,Sad
Bill Evans,Lucy in the Sky With Diamonds,0.368,0.0994,137.463,0.0325,0.788,0.969,4,0.427,2,78733,-7.266,0.558,1,Romantic
The Flys,Got You (Where I Want You),0.644,0.134,75.597,0.0269,0.000405,0.293,4,0.47,8,242453,-6.721,0.496,1,Energetic
B.J. Thomas,Raindrops Keep Fallin' On My Head - Butch Cassidy/Soundtrack Version,0.206,0.0963,108.817,0.043,0.804,0.00939,4,0.706,5,177800,-22.008,0.617,1,Sensual
Kiiara,Gold,0.412,0.134,113.049,0.344,0.615,0.0025,5,0.6,8,225882,-9.343,0.409,1,Sensual
Brymir,Risen,0.99,0.0649,102.525,0.119,0.000841,0.0676,4,0.532,4,233773,-5.904,0.0387,1,Aggressive
The Avett Brothers,Head Full Of Doubt/Road Full Of Promise,0.483,0.0984,176.283,0.0383,0.437,2.94E-05,3,0.304,7,287987,-7.263,0.16,1,Sophisticated
The Bangles,Walk Like an Egyptian,0.788,0.311,103.172,0.0825,0.0117,2.05E-06,4,0.711,11,204560,-14.705,0.764,1,Sad
Annabel Jones,IOU - Golden Coast Remix,0.572,0.267,104.896,0.0539,0.346,0.00201,4,0.581,8,154053,-9.997,0.325,1,Energetic
Kid Rock,Bawitdaba,0.939,0.109,90.592,0.171,0.00172,0.000239,4,0.551,11,265840,-5.371,0.376,1,Defiant
Johann Sebastian Bach,Suite No. 2 in D Minor BWV 1008.: IV. Sarabande,0.0298,0.0865,104.87,0.0424,0.967,0.887,4,0.215,5,246733,-23.417,0.0578,1,Stirring
Mumford & Sons,Awake My Soul,0.466,0.0913,85.522,0.0341,0.0621,0.0273,1,0.262,2,255827,-9.785,0.248,1,Energetic
The Wans,Run Baby Run,0.942,0.0939,144.108,0.0587,0.000636,0.00325,4,0.357,9,189840,-7.415,0.266,1,Defiant
Canaan Smith,Love You Like That,0.756,0.233,145.129,0.0287,0.0127,8.34E-05,4,0.561,11,203053,-5.056,0.697,1,Energetic
George Strait,Amarillo By Morning,0.534,0.408,120.89,0.0309,0.28,4.73E-05,4,0.604,4,172000,-8.951,0.572,1,Energetic
Pops Staples,Somebody Was Watching,0.374,0.107,166.999,0.177,0.565,0.00146,4,0.63,5,247293,-11.305,0.573,1,Gritty
Imagine Dragons,Demons,0.759,0.611,115.758,0.0766,0.209,0.000607,5,0.332,3,175653,-2.974,0.331,1,Yearning
William Byrd,Mass for five voices: V. Agnus Dei,0.0609,0.0724,61.13,0.0513,0.994,0.447,3,0.0714,3,217067,-24.392,0.0355,1,Peaceful
Dervish,Apples In Winter,0.482,0.071,141.059,0.0482,0.742,0.0236,4,0.535,3,233973,-9.717,0.972,1,Easygoing
Sir Colin Davis,"Falstaff: Act III, part 2 - Dal labbro il canto estasiato vola",0.0282,0.0802,136.446,0.0497,0.958,6.58E-06,4,0.351,8,271533,-28.677,0.0469,1,Serious
Kathleen Edwards,It Must Have Been Love,0.111,0.0999,92.703,0.0397,0.864,1.31E-06,5,0.305,7,247427,-14.17,0.199,1,Sophisticated
Marcus Anderson,Espresso Shot,0.776,0.153,120.003,0.0348,0.0191,0.815,4,0.709,1,212326,-8.351,0.793,1,Excited
Lpsley,Hurt Me,0.733,0.16,137.904,0.129,0.676,7.06E-05,4,0.661,8,231467,-5.345,0.575,1,Energetic
John Coltrane,On Green Dolphin Street,0.447,0.137,115.586,0.0357,0.819,0.113,4,0.521,8,534253,-11.232,0.46,1,Romantic
Mark Kozelek,Send in the Clowns,0.0414,0.109,130.992,0.0436,0.992,0.144,4,0.463,3,236133,-20.592,0.201,1,Sentimental
Bo Burnham,Nerds - Studio,0.722,0.0787,134.095,0.106,0.32,0.000604,4,0.764,2,206330,-6.033,0.382,1,Energetic
Galantis,No Money - Chet Porter Remix,0.496,0.246,126.035,0.0523,0.0202,1.33E-05,4,0.434,9,184762,-7.745,0.342,1,Excited
Torche,Loose Men,0.928,0.217,159.939,0.061,2.11E-06,0.891,4,0.279,9,148473,-4.464,0.29,1,Aggressive
Flook,Sligo Reel,0.546,0.162,114.556,0.0377,0.262,0.0959,4,0.447,8,253613,-11.917,0.952,1,Energetic
The Paper Kites,Bloom - Bonus Track,0.416,0.112,96.002,0.0246,0.882,0.000586,4,0.592,1,210080,-9.794,0.394,1,Easygoing
Ivan & Alyosha,Easy to Love - Live at Spotify House,0.53,0.116,171.814,0.035,0.294,1.13E-05,4,0.613,4,217630,-8.201,0.615,1,Sad
Houndmouth,Sedona,0.677,0.112,135.177,0.0354,0.0372,0.000137,4,0.396,3,239880,-7.513,0.253,1,Energetic
The Mamas & The Papas,Dream A Little Dream Of Me,0.24,0.0569,132.822,0.0553,0.817,3.87E-06,1,0.451,7,193333,-16.617,0.336,1,Sophisticated
Jane's Addiction,Stop,0.752,0.59,122.901,0.113,0.0116,0.000667,4,0.433,9,254840,-8.365,0.352,1,Energetic
Stephen Scott,Afternoon of a Fire,0.201,0.118,143.84,0.0437,0.957,0.194,4,0.34,7,484533,-18.181,0.0369,1,Energetic
SR-71,Right Now,0.967,0.324,116.273,0.0392,0.000289,7.41E-06,4,0.524,8,167200,-3.322,0.729,1,Defiant
Dougie MacLean,Caledonia,0.144,0.105,198.235,0.0338,0.881,1.91E-06,3,0.375,4,299746,-19.758,0.497,1,Easygoing
Gregory Isaacs,Night Nurse,0.309,0.0368,74.684,0.216,0.043,0.0152,4,0.841,7,248693,-14.537,0.927,1,Gritty
Ed Sheeran,Small Bump,0.436,0.11,119.973,0.0717,0.689,0.000151,4,0.81,10,259413,-12.683,0.44,1,Easygoing
Yes,"Close To The Edge (I. The Solid Time Of Change, II. Total Mass Retain, III. I Get Up I Get Down, IV. Seasons Of Man) - Remastered",0.597,0.411,80.654,0.056,0.265,0.155,3,0.222,5,1121253,-10.924,0.249,1,Sad
Royal Blood,Little Monster,0.882,0.138,95.999,0.06,0.00122,0.00156,4,0.454,5,212310,-4.251,0.495,1,Defiant
Patrick Sweany,First Of The Week,0.327,0.114,79.005,0.0347,0.344,0.239,4,0.684,5,231547,-13.829,0.552,1,Sad
sage nebulous,Harambe's Night Out,0.694,0.201,109.902,0.0812,0.0127,0.716,4,0.763,8,211636,-8.132,0.48,1,Yearning
At The Gates,Slaughter of the Soul,0.948,0.0946,114.606,0.0808,1.45E-06,0.926,1,0.228,7,183173,-10.584,0.416,1,Aggressive
Wolfgang Amadeus Mozart,"Symphony No.39 In E Flat, K.543: 3. Menuetto (Allegretto)",0.0886,0.11,78.323,0.0358,0.987,0.913,1,0.438,3,263493,-19.297,0.37,1,Tender
Glenn Miller,In the Mood,0.398,0.0731,82.768,0.11,0.854,0.306,4,0.645,8,211587,-12.208,0.699,1,Energetic
KAYTRANADA,GLOWED UP,0.621,0.138,135.538,0.34,0.036,0.00555,4,0.681,1,298027,-10.024,0.418,1,Cool
John Cage,Prelude for Meditation (1944),0.00154,0.0941,67.182,0.0577,0.934,7.89E-05,3,0.434,7,78830,-29.691,0.32,1,Sad
Michael Jackson,Stranger in Moscow,0.468,0.32,129.937,0.0378,0.248,0.0006,4,0.802,1,343960,-8.629,0.596,1,Sensual
Wolfgang Amadeus Mozart,"Divertimento in D Major, K. 136, ""Salzburg Symphony No. 1"": I. Allegro",0.173,0.223,139.565,0.0351,0.92,0.842,4,0.416,2,243773,-21.163,0.512,1,Tender
Ludwig van Beethoven,"String Quartet No.3 In D, Op.18 No.3: 3. Allegro",0.0459,0.237,47.979,0.0513,0.952,0.203,4,0.325,2,163000,-24.783,0.311,1,Tender
Wolfgang Amadeus Mozart,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto (Allegretto)  Trio",0.0627,0.124,156.037,0.0368,0.956,0.671,3,0.339,3,216253,-21.887,0.406,1,Tender
Wage War,Alive,0.989,0.0612,104.999,0.101,4.07E-05,0.044,4,0.513,1,204596,-5.66,0.336,1,Aggressive
Escondido,Heart Is Black,0.871,0.124,124.997,0.0411,0.0125,0.141,3,0.524,11,201180,-4.718,0.495,1,Sad
Sergei Rachmaninoff,"Symphony No. 2 in E Minor, Op. 27: III. Adagio",0.0404,0.105,83.107,0.0433,0.922,0.927,3,0.107,9,951120,-25.179,0.0319,1,Peaceful
Lucy Schwartz,Gone Away,0.0698,0.116,128.294,0.0381,0.985,5.63E-05,4,0.521,6,191373,-14.911,0.203,1,Energetic
GRiZ,Funk Party,0.978,0.0667,102.009,0.0803,0.00115,0.888,4,0.62,1,291765,-5.187,0.39,1,Energetic
Alison Krauss,I've Got That Old Feeling,0.357,0.157,113.04,0.0262,0.717,0.00398,4,0.663,2,176400,-7.143,0.409,1,Easygoing
Klems,A Night in Paris,0.44,0.142,85.252,0.0374,0.854,0.704,1,0.239,8,259747,-13.304,0.0387,1,Energetic
Bruce Springsteen,Streets of Philadelphia,0.249,0.0875,93.683,0.0328,0.327,0.216,4,0.728,5,195800,-15.429,0.458,1,Sensual
Russell Malone,Do I Love You,0.0406,0.104,101.71,0.0398,0.989,0.888,4,0.45,2,196520,-21.047,0.148,1,Romantic
Spoon,Do You,0.937,0.194,128.129,0.0283,0.0664,0.000513,4,0.673,4,212893,-2.161,0.931,1,Energetic
Ellie Goulding,Your Song - Bonus Track,0.197,0.144,133.85,0.0303,0.941,0.000756,4,0.547,10,191827,-12.002,0.39,1,Yearning
Bow Wow Wow,I Want Candy,0.649,0.0592,109.984,0.0642,0.00623,0.0625,4,0.686,7,164533,-12.935,0.762,1,Energetic
Jonny Greenwood,"Suite From ""There Will Be Blood"": 4. Henry Plainview",0.0444,0.092,88.076,0.0385,0.702,0.873,4,0.102,1,292800,-26.255,0.0315,1,Sad
Quantic,Time Is the Enemy,0.849,0.304,165.928,0.0381,0.00637,0.942,4,0.182,1,219880,-9.809,0.226,1,Sensual
Steve Smyth,Get On,0.827,0.358,174.674,0.113,0.000206,0.154,4,0.305,2,208747,-6.082,0.408,1,Aggressive
Blut Aus Nord,Epitome II,0.936,0.174,109.985,0.0746,6.92E-06,0.736,4,0.4,11,411813,-6.234,0.0568,1,Sad
Vorna,Hiiden taival,0.911,0.375,80.666,0.0691,3.19E-06,0.944,4,0.195,5,497013,-3.304,0.191,1,Serious
Night Beds,Cherry Blossoms,0.188,0.0903,76.31,0.0318,0.938,0.11,3,0.329,2,222947,-12.683,0.144,1,Sentimental
Max Vangeli,Feel The Music,0.938,0.34,124.021,0.0622,0.187,0.409,4,0.704,1,145161,-3.386,0.767,1,Cool
Ella Vos,White Noise,0.293,0.121,137.924,0.0336,0.0923,0.009,4,0.731,8,222733,-9.382,0.219,1,Sensual
John Coltrane,Time After Time,0.262,0.136,91.554,0.0343,0.947,0.544,4,0.602,3,462107,-9.051,0.329,1,Sentimental
PYRMDPLAZA,Yoshi,0.68,0.148,133.166,0.0739,0.0033,0.0735,4,0.709,6,245414,-4.395,0.363,1,Energetic
Ben Lee,Catch My Disease,0.73,0.139,115.977,0.032,0.0224,1.24E-05,4,0.756,11,254107,-5.292,0.925,1,Energetic
Of Monsters and Men,Dirty Paws,0.663,0.0552,111.63,0.0349,0.128,0.0269,4,0.367,3,278373,-6.969,0.18,1,Sad
Bob Dylan,Knockin' On Heaven's Door - Remastered,0.396,0.11,140.208,0.0299,0.251,0.177,4,0.513,7,149880,-13.061,0.233,1,Easygoing
The Chi-Lites,Oh Girl,0.492,0.156,72.272,0.031,0.728,5.28E-06,4,0.572,9,178640,-8.444,0.449,1,Energetic
Great Good Fine Ok,Always,0.868,0.0734,114.017,0.051,0.126,4.41E-06,4,0.761,11,237430,-3.804,0.687,1,Energetic
Kaija Saariaho,Du cristal,0.202,0.0549,132.215,0.0482,0.279,0.865,3,0.16,1,999707,-23.674,0.0376,1,Other
Wehbba,View of Delft,0.649,0.0839,120.989,0.0574,0.134,0.827,4,0.643,8,463641,-10.293,0.2,1,Energetic
Talking Heads,This Must Be The Place (Naive Melody) - 2005 Remastered Version,0.641,0.028,114.443,0.0333,0.331,0.179,4,0.942,7,296147,-10.15,0.966,1,Energetic
The Dose,Cold Hands,0.678,0.146,125.012,0.0326,0.0125,0.023,4,0.61,2,258425,-8.776,0.315,1,Defiant
Little May,Boardwalks - Remastered 2015/ Bonus Track,0.381,0.112,129.003,0.0281,0.785,0.0648,4,0.649,6,199360,-12.625,0.266,1,Easygoing
Illa J,All Good,0.501,0.107,84.422,0.104,0.218,0.0562,4,0.798,8,185287,-5.697,0.221,1,Cool
